timestamp,data
0,-6.111242
1,-5.722073
2,-5.804142
3,-5.816166
4,-5.240774
5,-5.162359
6,-6.259556
7,-6.280791
8,-6.302159
9,-6.038269
10,-5.823073
11,-6.084627
12,-6.930208
13,-5.348613
14,-5.538707
15,-6.303704
16,-6.422011
17,-6.993266
18,-6.404109
19,-6.397210
20,-5.669034
21,-5.253982
22,-5.651458
23,-6.599542
24,-6.075898
25,-6.837233
26,-6.725432
27,-5.196062
28,-6.742229
29,-6.596576
30,-6.723844
31,-5.084394
32,-6.307271
33,-6.345595
34,-6.635056
35,-6.227520
36,-6.012376
37,-5.417564
38,-6.242663
39,-5.064806
40,-6.344322
41,-5.038619
42,-6.265630
43,-5.361543
44,-5.845288
45,-6.082297
46,-6.670996
47,-6.750525
48,-5.537815
49,-5.001934
50,-6.253596
51,-5.615454
52,-6.001345
53,-6.301448
54,-5.087781
55,-6.208636
56,-6.521447
57,-6.904881
58,-5.899623
59,-6.111514
60,-5.772659
61,-5.662052
62,-6.659044
63,-6.636595
64,-6.593050
65,-5.071751
66,-6.715534
67,-6.633460
68,-6.795061
69,-6.808082
70,-5.578737
71,-6.881766
72,-5.408879
73,-6.954473
74,-5.448767
75,-6.391616
76,-5.939051
77,-6.676402
78,-5.065722
79,-6.662266
80,-6.193497
81,-6.303888
82,-6.483639
83,-5.723080
84,-5.958075
85,-6.281691
86,-5.786005
87,-6.948774
88,-6.678780
89,-5.196527
90,-6.248920
91,-5.470983
92,-6.519190
93,-6.676019
94,-5.692462
95,-6.045759
96,-5.087813
97,-5.599784
98,-5.620213
99,-6.559829
100,-6.446649
101,-6.187920
102,-5.848188
103,-5.817707
104,-6.482947
105,-5.466723
106,-6.760154
107,-5.357075
108,-5.584679
109,-6.317425
110,-6.350425
111,-6.716640
112,-5.443502
113,-5.982677
114,-6.428212
115,-6.580751
116,-6.581466
117,-6.378099
118,-5.754483
119,-6.539745
120,-5.313209
121,-5.565645
122,-6.938617
123,-5.390038
124,-6.211746
125,-6.052584
126,-5.706923
127,-6.784516
128,-6.702739
129,-6.126560
130,-6.270586
131,-5.868043
132,-5.153537
133,-5.712739
134,-6.483627
135,-5.085503
136,-6.960080
137,-5.110384
138,-5.970185
139,-6.301026
140,-5.753351
141,-6.289764
142,-6.606650
143,-5.494761
144,-6.524108
145,-5.825016
146,-5.880816
147,-6.905105
148,-6.680017
149,-6.759477
150,-5.477565
151,-6.823384
152,-6.541694
153,-5.119081
154,-6.487208
155,-6.443871
156,-6.306289
157,-5.546590
158,-5.599218
159,-6.506073
160,-6.749973
161,-5.987143
162,-5.290816
163,-5.638938
164,-6.709298
165,-5.542750
166,-6.650649
167,-5.754597
168,-6.415961
169,-5.418897
170,-6.947459
171,-6.710414
172,-6.910164
173,-6.812289
174,-6.035812
175,-5.619998
176,-6.530174
177,-6.947956
178,-5.757938
179,-5.857682
180,-6.282572
181,-5.968179
182,-6.378330
183,-5.261493
184,-6.658058
185,-5.063138
186,-6.260867
187,-6.379178
188,-6.502695
189,-6.947219
190,-6.655793
191,-6.841937
192,-5.108349
193,-5.136553
194,-5.583258
195,-5.686648
196,-6.504600
197,-6.636737
198,-6.985413
199,-6.563262
200,-6.995453
201,-6.125396
202,-6.817177
203,-5.387473
204,-6.437393
205,-5.536418
206,-5.881429
207,-5.419168
208,-6.649766
209,-6.519347
210,-6.291162
211,-6.583004
212,-6.972152
213,-5.364607
214,-6.975584
215,-5.308290
216,-6.955994
217,-5.570142
218,-5.608903
219,-6.820841
220,-6.757697
221,-6.242566
222,-6.888018
223,-6.846522
224,-6.171795
225,-6.790389
226,-5.097993
227,-5.130777
228,-5.867022
229,-5.896774
230,-5.423552
231,-6.328053
232,-5.813753
233,-6.442673
234,-5.971284
235,-6.343585
236,-5.728548
237,-5.435002
238,-6.729947
239,-5.317060
240,-6.442407
241,-6.078678
242,-5.747567
243,-5.766624
244,-5.154105
245,-6.108318
246,-5.401318
247,-6.095893
248,-5.024877
249,-5.439180
250,-6.386937
251,-6.412425
252,-5.664873
253,-5.767672
254,-5.193395
255,-6.285919
