timestamp,data
0,-6.959829
1,-5.434081
2,-6.583900
3,-5.437509
4,-5.300942
5,-6.691611
6,-5.554564
7,-6.732635
8,-5.352504
9,-6.245405
10,-5.253351
11,-6.027058
12,-5.847795
13,-6.268751
14,-6.087906
15,-6.140113
16,-5.099035
17,-5.778939
18,-5.131521
19,-6.483698
20,-6.454370
21,-5.801578
22,-6.314645
23,-5.693587
24,-5.823432
25,-6.051128
26,-6.626778
27,-6.310909
28,-5.051519
29,-5.804698
30,-5.133551
31,-5.112754
32,-6.345102
33,-6.951249
34,-5.123683
35,-5.487260
36,-6.409828
37,-6.282401
38,-5.733931
39,-6.687373
40,-6.514368
41,-6.868259
42,-5.370630
43,-5.125703
44,-6.569518
45,-5.069846
46,-6.687856
47,-5.458672
48,-6.219026
49,-6.237606
50,-5.098558
51,-5.870055
52,-6.194081
53,-6.219041
54,-5.810693
55,-6.988888
56,-5.322545
57,-6.478833
58,-6.366153
59,-6.638703
60,-6.398547
61,-6.594071
62,-6.823328
63,-6.265662
64,-6.394597
65,-6.042439
66,-6.463128
67,-5.160301
68,-6.040210
69,-6.716547
70,-5.836513
71,-5.279173
72,-5.616110
73,-5.538871
74,-5.293810
75,-6.845684
76,-6.736467
77,-5.510404
78,-5.468567
79,-5.627833
80,-5.011464
81,-6.591017
82,-6.070552
83,-5.755433
84,-6.401515
85,-6.327691
86,-6.155514
87,-6.841025
88,-6.001448
89,-6.777732
90,-5.067531
91,-5.169205
92,-6.181903
93,-5.903986
94,-6.361686
95,-6.238584
96,-5.310294
97,-5.762301
98,-6.264723
99,-5.083504
100,-5.844098
101,-6.183937
102,-5.496563
103,-5.518418
104,-5.245962
105,-6.729934
106,-6.853230
107,-5.091129
108,-6.974385
109,-6.906963
110,-6.853885
111,-6.038475
112,-5.983848
113,-5.320162
114,-6.253188
115,-5.011944
116,-6.679657
117,-5.288390
118,-6.003975
119,-5.383100
120,-5.643394
121,-5.547185
122,-5.375285
123,-6.649328
124,-5.864339
125,-5.177615
126,-5.523046
127,-5.568231
128,-6.134473
129,-6.516615
130,-6.394884
131,-5.815021
132,-6.104159
133,-6.158144
134,-5.820728
135,-5.844585
136,-6.314867
137,-6.444695
138,-6.372041
139,-5.911886
140,-6.917417
141,-6.002446
142,-5.381866
143,-6.173552
144,-6.472227
145,-6.613967
146,-5.531839
147,-5.006126
148,-6.212362
149,-5.990993
150,-6.202147
151,-6.280487
152,-5.548279
153,-6.241640
154,-5.442526
155,-6.638920
156,-5.629332
157,-6.650311
158,-6.591456
159,-6.034009
160,-5.691150
161,-6.376673
162,-6.666532
163,-5.430501
164,-6.875216
165,-5.840366
166,-5.470030
167,-6.715172
168,-5.603977
169,-5.323341
170,-5.943702
171,-6.814914
172,-6.467847
173,-6.850592
174,-5.832026
175,-6.705452
176,-6.136576
177,-6.080814
178,-5.901565
179,-5.760724
180,-5.409346
181,-5.974915
182,-6.469666
183,-6.198673
184,-5.768213
185,-6.244798
186,-6.863433
187,-5.145775
188,-6.680623
189,-6.425436
190,-6.649703
191,-6.036689
192,-5.236309
193,-5.141849
194,-5.428112
195,-5.503742
196,-6.547755
197,-5.738208
198,-6.377701
199,-6.897027
200,-5.130288
201,-6.174276
202,-5.521282
203,-5.527006
204,-6.223549
205,-5.241557
206,-5.005209
207,-6.509005
208,-6.025506
209,-5.132188
210,-5.286840
211,-5.376896
212,-5.750987
213,-6.871626
214,-6.539804
215,-6.062365
216,-6.907048
217,-6.504049
218,-6.349858
219,-6.465173
220,-5.286571
221,-5.822666
222,-5.708614
223,-5.814135
224,-6.761668
225,-6.811745
226,-6.442067
227,-6.003782
228,-6.690782
229,-6.482594
230,-6.306146
231,-6.568500
232,-6.451925
233,-6.295763
234,-5.696155
235,-5.036508
236,-5.435374
237,-6.241687
238,-5.247037
239,-5.394870
240,-5.414834
241,-5.889336
242,-5.219416
243,-6.881425
244,-6.106264
245,-5.693105
246,-5.392149
247,-6.138142
248,-6.677606
249,-5.842635
250,-5.367652
251,-6.756672
252,-6.160066
253,-6.355034
254,-5.511668
255,-5.285131
