timestamp,data
0,-0.180716
1,-0.335161
2,-2.847121
3,-0.073564
4,-3.573647
5,-2.668892
6,-1.361778
7,-2.825245
8,-2.615716
9,-0.269559
10,-1.446790
11,-2.530554
12,-0.919642
13,-3.967813
14,-2.036268
15,-3.176793
16,-0.189260
17,-1.307572
18,-2.224940
19,-1.475137
20,-2.750564
21,-0.215817
22,-1.276412
23,-1.172745
24,-3.447442
25,-3.827208
26,-3.414522
27,-0.083658
28,-1.481099
29,-0.049204
30,-3.402375
31,-2.699059
32,-3.888957
33,-1.240051
34,-0.787521
35,-1.856431
36,-1.604200
37,-0.223512
38,-1.141115
39,-3.807763
40,-0.084466
41,-3.900432
42,-2.015409
43,-2.799146
44,-2.666795
45,-2.239863
46,-2.381237
47,-1.561762
48,-2.481689
49,-3.083320
50,-2.614189
51,-1.175580
52,-1.474735
53,-0.130949
54,-2.451363
55,-2.613918
56,-1.546167
57,-3.566831
58,-0.828946
59,-0.973874
60,-0.797096
61,-1.958873
62,-3.628019
63,-2.505870
64,-0.489353
65,-3.110563
66,-3.623153
67,-1.792908
68,-3.916291
69,-1.625220
70,-1.272924
71,-3.740603
72,-1.694406
73,-1.522564
74,-0.733749
75,-2.394223
76,-1.165509
77,-1.863057
78,-3.402853
79,-1.975096
80,-3.970667
81,-2.120377
82,-1.908617
83,-1.630862
84,-2.179693
85,-2.806308
86,-3.163936
87,-2.821551
88,-0.843557
89,-3.752426
90,-1.602876
91,-3.938479
92,-3.832399
93,-0.384638
94,-1.754860
95,-3.555238
96,-1.723912
97,-2.289919
98,-1.112946
99,-2.391291
100,-1.035796
101,-2.202036
102,-3.165133
103,-3.637806
104,-2.744421
105,-3.483989
106,-3.430969
107,-3.199852
108,-1.093111
109,-3.040663
110,-3.842865
111,-1.952299
112,-0.908781
113,-2.013173
114,-3.209530
115,-2.677126
116,-1.136076
117,-3.613953
118,-3.715718
119,-2.151842
120,-1.067899
121,-3.100403
122,-2.110113
123,-3.970710
124,-1.679128
125,-1.135583
126,-0.575186
127,-3.381108
128,-0.326305
129,-3.031973
130,-1.835092
131,-1.853064
132,-1.727936
133,-3.794954
134,-3.121835
135,-1.487821
136,-2.739068
137,-0.261581
138,-0.698682
139,-1.057788
140,-1.993664
141,-3.241609
142,-0.712749
143,-1.291615
144,-0.895834
145,-3.876397
146,-3.708041
147,-3.531913
148,-2.563338
149,-2.497079
150,-1.765023
151,-2.176894
152,-3.503685
153,-0.857648
154,-1.102052
155,-1.154292
156,-0.638831
157,-1.184742
158,-1.145083
159,-0.073688
160,-2.287093
161,-1.201539
162,-3.327093
163,-0.814736
164,-2.885907
165,-0.608117
166,-0.214513
167,-2.951089
168,-0.572223
169,-3.716321
170,-3.230949
171,-2.502866
172,-3.785148
173,-0.312745
174,-2.842619
175,-2.878077
176,-3.828602
177,-2.164279
178,-2.686772
179,-3.968869
180,-3.078584
181,-3.043457
182,-0.424749
183,-3.679656
184,-0.706192
185,-0.332674
186,-2.547313
187,-3.968447
188,-0.190616
189,-3.699783
190,-0.636078
191,-2.096303
192,-3.346131
193,-0.651726
194,-2.798561
195,-2.223273
196,-1.526217
197,-2.899951
198,-1.882955
199,-0.822775
200,-2.312840
201,-1.410233
202,-2.074032
203,-3.027050
204,-0.521019
205,-3.775973
206,-1.099634
207,-1.480469
208,-0.111359
209,-2.077304
210,-0.993387
211,-1.920537
212,-2.120210
213,-0.236538
214,-2.546144
215,-0.154280
216,-3.622296
217,-2.821726
218,-1.058514
219,-3.190419
220,-0.680369
221,-2.783706
222,-0.043913
223,-2.480457
224,-0.226593
225,-1.726097
226,-2.927818
227,-0.514146
228,-3.230420
229,-2.846860
230,-3.297463
231,-2.602492
232,-2.460816
233,-2.841014
234,-1.166059
235,-3.652440
236,-3.755575
237,-3.581261
238,-1.082831
239,-1.255655
240,-1.161174
241,-0.383101
242,-0.547789
243,-2.963362
244,-3.518027
245,-3.657220
246,-0.083335
247,-0.001386
248,-1.130031
249,-2.289753
250,-1.962161
251,-2.586010
252,-0.537519
253,-0.763026
254,-1.049688
255,-0.106226
